Rank,Champion,Role,Win Percent,Play Percent,Ban Rate,Playerbase Avg. Games,Kills,Deaths,Assists,Largest Killing Spree,Damage Dealt,Damage Taken,Total Healing,Minions Killed,Enemy Jungle CS,Team Jungle CS,Gold Earned,Role Position,Position Change
111,Orianna,Middle,49.90%,6.78%,0.44%,2.8,6.09,5.65,8.82,8,19927,15930,1635,173.9,1.62,6.02,11801,11,5
112,Ornn,Jungle,38.96%,2.01%,3.14%,1.24,3.34,5.91,9.51,5,11919,28067,6109,44.0,3.25,45.46,10234,45,0
113,Ornn,Support,34.95%,1.22%,3.14%,1.28,1.84,6.71,11.0,4,9774,23143,3333,50.9,0.3,1.36,9279,31,0
114,Ornn,Top,36.57%,4.64%,3.14%,1.22,3.15,6.43,7.92,6,15320,25518,2220,147.4,0.64,2.23,10234,49,0
115,Pantheon,Jungle,48.60%,1.12%,1.14%,3.61,7.17,6.18,7.37,9,15377,24458,6073,47.4,2.42,34.49,11071,42,3
116,Pantheon,Top,52.09%,3.11%,1.14%,2.98,7.89,6.25,6.2,9,20445,21407,2004,144.0,0.66,1.93,11501,28,2
117,Poppy,Jungle,48.88%,0.58%,0.03%,3.35,4.86,5.1,9.75,5,14025,28150,6095,44.2,4.02,42.1,10960,36,6
118,Poppy,Support,44.66%,0.30%,0.03%,3.55,2.91,5.74,10.9,4,10808,22256,3078,48.8,0.41,1.49,9615,30,2
119,Poppy,Top,47.36%,1.42%,0.03%,2.47,4.52,4.95,7.65,6,16981,25537,2276,152.9,0.97,2.19,10914,43,1
120,Quinn,ADC,49.47%,0.33%,0.05%,3.97,8.27,6.98,7.8,8,22025,21384,3829,165.5,1.13,3.29,12504,15,0
121,Quinn,Top,51.86%,0.91%,0.05%,3.39,8.03,7.27,6.31,8,22347,20926,2002,161.2,1.21,2.5,12097,40,4
122,Rakan,Support,51.64%,6.48%,0.49%,2.38,1.56,5.24,14.9,5,7075,17146,5717,15.4,0.07,0.14,9826,10,0
